source,text,created_at,retweet_count,favorite_count
Twitter for Android,"Thank you @megynkelly for the nice things you said about Melania. You will like her, great heart and smart - always wanting to help people!",2015-10-02 21:51:08,1763,4500
Twitter for iPhone,"Pictures of my beautiful mother, amazing father, and family hanging @MontesKitchen in upstate, New York. http://t.co/lvx5SEhQVv",2015-10-02 17:32:16,1619,4758
Twitter for iPhone,"Congratulations to my brother Robert &amp; Ann Marie on the success of @MontesKitchen in Dutchess County, New York (Amenia.) Great food!",2015-10-02 17:15:55,819,2114
Twitter for Android,"Will be in Nashville, Tennessee, tomorrow (Saturday) at 2:30 P.M. So much to talk about - see you there!",2015-10-02 08:22:40,922,2095
Twitter for Android,"I was so looking forward to being in Virginia Beach, Virginia, today. The demand for tickets was amazing. Good luck with storm, back soon!",2015-10-02 08:18:57,841,2326
Twitter for Android,"My warmest condolences to the families of the horrible Roseburg, Oregon, shootings.",2015-10-01 19:41:22,2193,5288
Twitter for Android,"I will be interviewed on @seanhannity tonight at 10:00. Many things, mostly bad, to talk about!",2015-10-01 18:52:07,1065,2169
Twitter for Android,"Just got back from New Hampshire. Great crowd, great people! Will be back soon!",2015-09-30 22:06:21,1229,3223
Twitter for Android,Rubio is totally owned by the lobbyists and special interests. A lightweight senator with the worst voting record in Senate. Lazy!,2015-09-30 07:20:21,2520,4024
Twitter for Android,"Just read that ""Trump"" has the largest (and I add most enthusiastic) crowds. Tonight I will be in New Hampshire - the place will be packed!",2015-09-30 06:51:35,2078,3304
Twitter for Android,"I watched lightweight Senator  Marco Rubio, who is all talk and no action, defend his WEAK position on illegal immigration. Pathetic!",2015-09-30 06:24:13,2650,4218
Twitter for Android,Do you believe this - Iran wants to trade our 3 prisoners (not 4) for 19 prisoners held by the U.S. Should have been let go with last deal!,2015-09-28 18:53:17,3329,5234
Twitter for iPhone,"Wow, the ratings for @60Minutes last night were their biggest in a year--- very nice!",2015-09-28 17:00:33,2439,5504
Twitter for iPhone,Looking forward to press conference on taxes at 11AM at @TrumpTowerNY.,2015-09-28 09:03:30,1085,2217
Twitter for Android,Hope we all enjoy  @60Minutes tomorrow night. I do believe they will treat me fairly!,2015-09-26 18:25:43,2440,4230
Twitter for Android,"Marco Rubio is a member of the Gang Of Eight or, very weak on stopping illegal immigration. Only changed when poll numbers crashed.",2015-09-26 08:12:32,2988,4113
Twitter for Android,"Lightweight Senator Marco Rubio is VERY weak on immigration, knows nothing about finance and would be incapable of making great trade deals!",2015-09-26 08:03:36,1749,3311
Twitter for iPhone,Just left Oklahoma--- the most amazing crowd and people! What a night!,2015-09-25 19:47:58,1937,5079
Twitter for iPhone,Thank you @FrankLuntz  https://t.co/gpJBNXKV3e,2015-09-25 19:47:36,1625,2865
Twitter for iPhone,I will be on @cbs @60minutes this Sunday. A great honor-- hope you enjoy it.,2015-09-25 17:40:35,1690,3479
Twitter for iPhone,.....Has worst attendance record in Senate- rarely there to vote on a bill! @marcorubio,2015-09-25 14:19:29,1615,2767
Twitter for iPhone,.@MarcoRubio is weak on illegal immigration and will allow anyone into the country.....,2015-09-25 14:18:59,1747,2944
Twitter for iPhone,"Dishonest @politico just called to say that none of the polls including Fox, NBC, CNN, Zogby, &amp; Morning Consult matter. Serious haters.",2015-09-25 13:51:35,1525,2507
Twitter for iPhone,At the Old Post Office- http://t.co/8Rs1fbcAIz,2015-09-25 13:36:19,1401,3148
Twitter for Android,I am now inspecting the Old Post Office on Pennsylvania Avenue - will be a great hotel. Soon off to the Oklahoma State Fair!,2015-09-25 13:10:08,1280,2892
Twitter for iPhone,.....Ahead of schedule and under budget! Will be in Oklahoma tonight!,2015-09-25 12:06:46,1504,3235
Twitter for iPhone,Great reception in D.C. At the Values Voter Summit. Now checking on my job at the Old Post Office...,2015-09-25 12:06:06,1029,1997
Twitter for Android,".@megynkelly, the @FoxNews   poll said very plainly I came in second in the debate. All others, Time, Drudge, Slate etc. said I came in 1st.",2015-09-24 22:55:24,1442,2801
Twitter for Android,"Just watched @marcorubio on television. Just another all talk, no action, politician. Truly doesn't have a clue! Worst voting record in Sen.",2015-09-24 22:23:51,2052,4137
Twitter for iPhone,"The failing @politico news outlet, which I hear is losing lots of money, is really dishonest!",2015-09-24 16:42:25,1512,2664
Twitter for iPhone,".@politico, which is not read or respected by many, may be the most dishonest of the media outlets--- and that is saying something.",2015-09-24 16:41:27,1480,2641
Twitter for Android,Will be on @Morning_Joe at 6:30 A.M.,2015-09-24 05:03:26,978,1655
Twitter for Android,Will be on @CNN at 7:00 A.M.,2015-09-24 05:01:40,1040,1910
Twitter for iPhone,.@FoxNews owes me an apology for allowing clueless pundit @RichLowry to use such foul language on TV. Unheard of!,2015-09-23 20:22:59,2575,5345
Twitter for iPhone,Incompetent @RichLowry lost it tonight on @FoxNews. He should not be allowed on TV and the FCC should fine him!,2015-09-23 20:21:54,2663,4211
Twitter for Android,I will be the featured guest on the season opener of  @60Minutes this Sunday. There certainly is plenty to talk about!,2015-09-22 21:31:34,1719,3385
Twitter for Android,"Just remember, the birther movement was started by Hillary Clinton in 2008. She was all in!",2015-09-22 21:16:44,2606,4477
Twitter for Android,"I think @megynkelly should take another eleven day ""unscheduled"" vacation.",2015-09-22 21:07:58,2131,5083
Twitter for Android,Do you ever notice that lightweight @megynkelly constantly goes after me but when I hit back it is totally  sexist. She is highly overrated!,2015-09-22 21:00:20,2768,6751
Twitter for Android,"Senator Marco ""amnesty"" Rubio, who has worst voting record in Senate, just hit me on national security-but I said don't go into Iraq. VISION",2015-09-22 20:46:13,1936,3972
Twitter for iPhone,I will be on the @colbertlateshow tonight at 11:30 http://t.co/BnCG1XqvcW,2015-09-22 17:31:52,1825,3914
Twitter for Android,"2016 Republican Primary Morning Consult Poll was just released. TRUMP 32, CARSON 12, BUSH 11, FIORINA 6, RUBIO 5, CRUZ 5. Taken after debate",2015-09-22 07:59:53,3027,5510
Twitter for Android,.@RichLowry is truly one of the dumbest of the talking  heads - he doesn't have a clue!,2015-09-21 21:22:27,897,1890
Twitter for Android,I am having a really hard time watching @FoxNews.,2015-09-21 21:00:26,2884,5576
Twitter for Android,".@oreillyfactor, why don't you have some knowledgeable talking heads on your show for a change instead of the same old Trump haters. Boring!",2015-09-21 19:55:55,1281,3330
Twitter for Android,.@oreillyfactor was very negative to me in refusing to to post the great polls that came out today including NBC. @FoxNews not good for me!,2015-09-21 19:49:48,1183,2614
Twitter for iPhone,#AskTrump @TwitterNYC http://t.co/hJHO1Rk06y,2015-09-21 12:39:52,680,1930
Twitter for iPhone,I had a great time at @TwitterNYC #AskTrump http://t.co/RfWQdDPB33,2015-09-21 12:38:49,710,2148
Twitter for iPhone,#AskTrump Getting ready to answer your questions. http://t.co/MiSqyasjhu,2015-09-21 12:07:15,999,2351
Twitter for Android,The @TODAYshow refused to use their just in poll numbers where I have a massive lead but instead used @CNN numbers where my lead is smaller.,2015-09-21 07:28:14,1221,2506
Twitter for Android,Will be on @foxandfriends  now. Enjoy!,2015-09-21 06:32:57,662,1577
Twitter for Android,"Carly Fiorina did such a horrible job at Lucent and HP, virtually destroying both companies, that she never got another CEO job offer! Pres.",2015-09-20 20:34:00,3022,4493
Twitter for Android,"We are going to WIN and MAKE AMERICA GREAT AGAIN, maybe better than ever before!",2015-09-20 19:59:16,4425,8879
Twitter for Android,"I am attracting the biggest crowds, by far, and the best poll numbers, also by far.   Much of the media is totally dishonest. So sad!",2015-09-20 19:56:52,3299,6679
Twitter for Android,"I have been leading big in all  polls, with two more today, @nbc and @CNN. The NBC poll is more than double next,  at 29%. Fiorina has 11%.",2015-09-20 19:51:49,2116,3846
Twitter for Android,There is no way that Carly  Fiorina can become the Republican Nominee or win against the Dems. Boxer killed her for Senate in California!,2015-09-20 19:30:07,2444,4280
Twitter for Android,"I will be on @meetthepress at 10:30. @nbc will be releasing their new poll numbers. Based on the debate results, I should do well-who knows?",2015-09-20 08:17:28,1781,3284
Twitter for iPhone,Thank you Faith and Freedom Forum &amp; @UrbandaleSchool. I had a great time in Iowa today! http://t.co/PeEEHTVtC8,2015-09-19 20:52:36,2138,4393
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016 http://t.co/O5v9oX3pyd,2015-09-19 14:31:24,3743,6003
Twitter for Android,On my way to Iowa. Will be landing in Des Moines in two hours. See ya!,2015-09-19 14:15:11,1731,3886
Twitter for Android,"Christians need support in our country (and around the world), their religious liberty is at stake! Obama has been horrible, I will be great",2015-09-19 08:37:14,8335,15420
Twitter for Android,"If I would have challenged the man, the media would have accused me of interfering with that man's right of free speech. A no win situation!",2015-09-19 08:19:25,3649,8539
Twitter for Android,"If someone made a nasty or controversial statement about me to the president, do you really think he would come to my rescue? No chance!",2015-09-19 07:58:08,5899,11229
Twitter for Android,This is the first time in my life that I have caused controversy by NOT saying something.,2015-09-19 07:52:27,5757,11379
Twitter for Android,Am I morally obligated to defend the president every time somebody says something bad or controversial about him? I don't think so!,2015-09-19 07:45:57,6600,13471
Twitter for iPhone,#CNNDebate http://t.co/0r8fc2zzvY,2015-09-16 23:10:37,1544,2141
Twitter for iPhone,#CNNDebate http://t.co/X4m9WfewX2,2015-09-16 23:04:24,2680,5070
Twitter for iPhone,The #CNNDebate was amazing --- so much fun! http://t.co/tj3Cnqp3PU,2015-09-16 22:54:15,2067,5802
Twitter for iPhone,#CNNDebate Winning the @drudge_report poll- http://t.co/fokcASBVuN,2015-09-16 22:47:06,1986,3044
Twitter for Android,"Thank you to Tom Brady, Coach Ditka, Coach Bobby Knight and all of the many champions that have been so supportive!",2015-09-16 15:32:19,2830,7148
Twitter for Android,"Will be heading over to the debate soon. Can you believe @CNN is ""milking"" it for almost 3 hours? Too long, too many people on stage!",2015-09-16 15:03:56,2595,5230
Twitter for Android,"I hope Arnold S. does well with the Apprentice because he is a nice guy and also, because I get a big percentage of the profits!",2015-09-15 22:18:05,2058,6125
Twitter for Android,"Just finished the wonderful event on the U.S.S. Iowa. VETERANS FOR A STRONG AMERICA endorsed me. Such a great honor, thank you!",2015-09-15 21:39:02,1924,4818
Twitter for Android,"Little respected Club For Growth asked me for $1,000,000 - I said ""NO"". Now they are spending lobbyist and special interest money on ads!",2015-09-15 10:15:27,1436,2535
Twitter for Android,Am now in L.A. Will be going to the U.S.S. IOWA at 5:30 P.M. to speak to our great VETERANS and other friends!,2015-09-15 09:59:33,1336,2677
Twitter for Android,Loved Dallas and the tremendous crowd last night. Will be back!,2015-09-15 09:31:58,1123,2978
Twitter for Android,Speech in Dallas went really well. Big and wonderful crowd. Just arrived in L.A. Big day tomorrow!,2015-09-14 23:56:50,1790,3317
Twitter for Android,"Why is someone like George Pataki, who did a terrible job as Governor of N.Y. and registers ZERO in the polls, allowed on the debate stage?",2015-09-13 08:41:32,2581,4933
Twitter for iPhone,I am having a great time in Iowa at Jack Trice Stadium! Unbelievable people.,2015-09-12 15:51:32,1211,2928
Twitter for iPhone,"Too many people on stage for debate. @RandPaul at 11th, with 2% in @RealClearNews, shouldn't be allowed to participate.",2015-09-12 15:01:55,1350,2823
Twitter for iPhone,"I truly understood the appeal of Ron Paul, but his son, @RandPaul, didn't get the right gene.",2015-09-12 14:56:39,1984,3911
Twitter for iPhone,Lightweight Senator @RandPaul should focus on trying to get elected in Kentucky--- a great state which is embarrassed by him.,2015-09-12 14:55:54,1156,2463
Twitter for iPhone,"Donald Trump Sends @FallonTonight to Highest Friday Rating in 18 Months. @JimmyFallon, that is #HUGE!
http://t.co/mRHdW7dOws",2015-09-12 10:58:47,1846,3603
Twitter for iPhone,Trump’s Campaign Hat Becomes an Ironic Summer Accessory - The New York Times. http://t.co/XLELUQfxof,2015-09-12 10:51:38,989,1642
Twitter for iPhone,.@mercedesschlapp thank you so much for your kind words on television -- fantastic job and greatly appreciated!,2015-09-12 10:43:51,645,1327
Twitter for Android,Will be on @foxandfriends at 8:00. Enjoy!,2015-09-12 06:25:58,787,1581
Twitter for Android,The Tonight Show @nbc will be amazing - 11:30 P.M.  ENJOY!,2015-09-11 17:58:27,1361,2421
Twitter for iPhone,Amazing crowd outside @FallonTonight. Tune in tonight at 11:30. http://t.co/4dxoEV0wia,2015-09-11 17:29:02,1676,2843
Twitter for iPhone,.@GovernorPerry is a terrific guy and I wish him well- I know he will have a great future!,2015-09-11 16:49:48,1896,3285
Twitter for iPhone,On @FallonTonight with @jimmyfallon at 11:30 PM. Enjoy!,2015-09-11 16:27:48,1287,2311
Twitter for Android,"Wow, I am ahead of the field with Evangelicals (am so proud of this) and virtually every other group, and Ben Carson just took a swipe at me",2015-09-09 19:42:58,1858,4068
Twitter for Android,"I had a great day in D.C. even though the subject was an unpleasant one, the horrible Iran Nuke deal. Amazing crowd and enthusiasm!",2015-09-09 19:29:20,1849,4548
Twitter for Android,See you in D.C. tomorrow at 1:00 P.M. at the Capitol to protest the horribly negotiated deal with Iran. Really sad!,2015-09-08 22:23:25,1703,3772
Twitter for iPhone,"Wow! Such nice words from Robert Redford on my running for President. Thank you, Robert. http://t.co/TpV3w18BW6",2015-09-08 10:49:11,3620,6113
Twitter for Android,Looking forward to being with @SenTedCruz at our big rally in D.C. on Wednesday (1:00 P.M. at the Capitol) to protest insane Iran nuke deal!,2015-09-07 15:25:19,2607,4776
Twitter for Android,Both Washington D.C. and DALLAS are turning out to be really big events. D.C. is protest of incompetent Iran deal and Dallas is big speech!,2015-09-07 14:35:32,1983,3177
Twitter for Android,"Remember, I'll see you in D.C. at the Capitol Building on Wednesday at 1:00 o'clock. Then Dallas on Sept.14 at 6:00 P.M. American Air Center",2015-09-07 14:29:48,1614,2343
Twitter for Android,Thank you @scottienhughes for your powerful words on @FoxNews. I am with the Evangelicals and Tea Party big time. We will all WIN  together!,2015-09-07 14:04:56,1131,1822
Twitter for Android,".@club4growth should release the letter they sent me asking for $1,000,000. When I said no, they came out against me. A scam operation?",2015-09-06 19:28:21,1293,2114
Twitter for Android,"I will be in Washington D.C. on Wednesday,1 P.M.,in front of the Capitol, to protest the horrible and incompetent deal being made with Iran.",2015-09-06 15:37:32,2781,6430
Twitter for Android,The Dallas event on September 14 at 6:00 P.M. at the American Airlines Center looks like it will be a giant success. Tickets are going FAST!,2015-09-06 15:28:01,772,2313
Twitter for Android,"Our country needs a president with great leadership skills and vision, not someone like Hillary or Barack, neither of which has a clue!",2015-09-06 15:24:00,3416,7362
Twitter for Android,"The phony Club For Growth, which asked me in writing for $1,000,000 (I said no), is now wanting to do negative ads on me. Total hypocrites!",2015-09-06 15:11:43,1408,3300
Twitter for Android,"If the presidential election were held today, according to this @surveyusa poll, Donald Trump would defeat any Dem: http://t.co/wmfHKnNSWm""",2015-09-06 06:23:44,2764,4512
Twitter for Android,The hedge fund guys (gals) have to pay higher taxes ASAP. They are paying practically nothing. We must reduce taxes for the middle class!,2015-09-05 16:54:41,4717,7930
Twitter for Android,"By self-funding my campaign, I am not controlled by my donors, special interests or lobbyists. I am only working for the people of the U.S.!",2015-09-05 16:50:25,6048,12479
Twitter for Android,"Remember that I am self-funding my campaign. Hillary, Jeb and the rest are spending special interest and lobbyist money.100% CONTROLLED",2015-09-05 16:46:47,4413,8443
Twitter for Android,"Hillary said such nasty things about me, read directly off her teleprompter...but there was no emotion, no truth. Just can't read speeches!",2015-09-05 16:42:32,2833,4887
Twitter for Android,"Hillary Clinton made a speech today using the biggest teleprompter I have ever seen. In fact, it wasn't even see through glass, it was black",2015-09-05 16:36:41,2266,3811
Twitter for Android,"Saudi Arabia was ""vehemently"" against the Iran nuclear deal. Then today they embraced it. What happened? What did we give them to endorse?",2015-09-05 16:33:28,3038,3927
Twitter for Android,"Just announced that because of ""Trump"", advertising rates for debate on @CNN are going from $5000 to $200,000, a 4000% increase.PAY CHARITY?",2015-09-05 07:28:21,2620,4459
Twitter for Android,"Why would a very low ratings radio talk show host like Hugh Hewitt be doing the next debate on @CNN. He is just a 3rd rate ""gotcha"" guy!",2015-09-05 07:20:39,1498,3104
Twitter for Android,"Very low ratings radio host Hugh Hewitt asked me about Suleiman, Abu Bake al-Baghdad, Hassan Nasrallah and more - typical ""gotcha"" questions",2015-09-05 07:14:11,1682,2750
Twitter for Android,"The Dallas event in two weeks, at the American Airlines Center, is filling up fast. Get your tickets fast,  before it is too late!",2015-09-05 07:05:31,1579,1845
Twitter for Android,".@MeghanMcCain was terrible on @TheFive yesterday. Angry and obnoxious, she will never make it on T.V. @FoxNews can do so much better!",2015-09-05 06:56:51,1551,2623
Twitter for Android,Will be on @Morning_Joe in 5 minutes - at 7:00. Enjoy!,2015-09-04 05:54:59,510,1763
Twitter for Android,The deal with Iran will go down as one of the most incompetent ever made. The U.S. lost on virtually every point. We just don't win anymore!,2015-09-02 21:35:23,4121,7719
Twitter for Android,".@brithume, I am in first place by a lot in all polls, tied for first place with Ben Carson in one Iowa poll. I thought you knew this-thanks",2015-09-02 21:04:12,1939,3269
Twitter for Android,Will be interviewed on @GMA this morning at 7:00. Thanks for the GREAT poll results!,2015-09-02 05:24:39,925,2282
Twitter for Android,"When I intelligently turned down The Club For Growth crazy request for $1,000,000, they got nasty.What a waste of money that would have been",2015-09-01 21:15:06,1639,3339
Twitter for Android,"The president of the pathetic Club For Growth came to my office in N.Y.C. and asked for a ridiculous $1,000,000 contribution. I said no way!",2015-09-01 21:05:52,2007,3541
Twitter for Android,"Every Poll has me winning BIG.If you listen to dopey Karl Rove, a Trump hater, on @oreillyfactor, you would think I'm doing poorly. @FoxNews",2015-09-01 20:35:02,2427,4030
Twitter for Android,Why does @oreillyfactor and @FoxNews always have Karl Rove on. He spent $430 million and lost ALL races. A dope who said Romney won election,2015-09-01 19:49:55,3429,5362
Twitter for Android,The just released Public Policy Polling (PPP - national result) is the best yet. MAKE AMERICA GREAT AGAIN!,2015-09-01 04:39:38,1653,2437
Twitter for Android,Just out - new PPP NATIONAL POLL has me in first place by a wide margin at 29%. I wonder why only @FoxNews has not reported this? Too bad!,2015-08-31 21:05:32,2709,5575
Twitter for Android,150 Clinton E-mails still contain classified information. More sensitive when she was Sec.of State. This is a very big deal.,2015-08-31 19:43:46,2706,5709
Twitter for Android,President Obama wants to change the name of Mt. McKinley to Denali after more than 100 years. Great insult to Ohio. I will change back!,2015-08-31 19:38:17,6289,12172
Twitter for Android,"Huma Abedin, the top aide to Hillary Clinton and the wife of perv sleazebag Anthony Wiener, was a major security risk as a collector of info",2015-08-31 06:52:44,9208,11777
Twitter for Android,"Leading in the Bloomberg Iowa poll. Also, my favorability numbers went up at a record, almost unheard of, clip. Thank you Iowa!",2015-08-31 05:33:10,1490,4427
Twitter for Android,Loved being with my many friends in Tennessee. The crowd and enthusiasm was fantastic. I won the straw poll big!,2015-08-31 05:27:56,1370,3475
Twitter for Android,"Wow, Jeb Bush just lost three of his top fundraisers - they quit!",2015-08-29 07:45:55,3894,7011
Twitter for Android,Leaving now for Tennessee. Big crowd!,2015-08-29 07:43:35,1734,4755
Twitter for Android,Great rally last night in Massachusetts. 2000 people at a house - must be a record! Unbelievable spirit to MAKE AMERICA GREAT AGAIN.,2015-08-29 07:40:29,1783,5572
Twitter for Android,Will be interviewed by @SarahPalinUSA tonight at 10:00 on OAN Network. Enjoy!,2015-08-28 17:59:26,1252,3013
Twitter for Android,Great job tonight on @FoxNews Tony. I am with you all the way! Make America Great Again  @tperkins,2015-08-27 20:51:13,1223,2135
Twitter for Android,Will be interviewed on @Morning_Joe at 7:00 A.M. So much to talk about!,2015-08-27 19:18:39,749,1785
Twitter for Android,"Great job on @CNN tonight @heytana. We are all proud of you! Also, congrats on a great son - he is going places.",2015-08-26 22:22:31,1280,2190
Twitter for Android,"Will be interviewed on the @TODAYshow this morning at 7:00. Talking about politics, polls and whatever. Enjoy!",2015-08-25 23:38:46,1402,3756
Twitter for Android,Just got back from Iowa. Fantastic evening with truly fabulous people. Will be back again soon. Thanks!,2015-08-25 23:34:51,1383,4470
Twitter for Android,"Heading to Iowa to a packed house. Just released polls, all first place, are amazing. Thank you!",2015-08-25 15:07:35,2315,6838
Twitter for iPhone,Thank you @BillKristol. I am going to Make America Great Again!,2015-08-25 14:47:52,1192,3516
Twitter for iPhone,"Great American heroes who averted an attack in France. THANK YOU! Spencer Stone, Anthony Sadler, &amp; Alex Skarlatos. http://t.co/5P0tX9Mq8u",2015-08-25 14:01:19,3811,8146
Twitter for Android,".@GovernorPataki did a terrible job as Governor of New York. If he ran again, he would have lost in a landslide. He and Graham ZERO in polls",2015-08-25 07:49:42,473,1206
Twitter for Android,"Jeb Bush just talked about my border proposal to build a ""fence."" It's not a fence, Jeb, it's a WALL, and there's a BIG difference!",2015-08-25 07:39:01,5001,8389
Twitter for Android,Asians are very offended that JEB said that anchor babies applies to them as a way to be more politically correct to hispanics. A mess!,2015-08-25 05:52:28,1448,3030
Twitter for Android,"In a clumsy move to get out of his ""anchor babies"" dilemma, where he signed that he would not use the term and now uses it, he blamed ASIANS",2015-08-25 05:49:06,850,1963
Twitter for Android,"Jeb Bush never uses his last name on advertising, signage, materials etc. Is he ashamed of the name BUSH? A pretty sad situation. Go Jeb!",2015-08-24 21:57:09,3430,6704
Twitter for Android,I liked The Kelly File much better without @megynkelly. Perhaps she could take another eleven day unscheduled vacation!,2015-08-24 20:50:30,2784,5463
Twitter for Android,".@megynkelly must have had a terrible vacation, she is really off her game. Was afraid to confront Dr. Cornel West. No clue on immigration!",2015-08-24 20:42:42,1294,2951
Twitter for Android,Markets are crashing - all caused by poor planning and allowing China and Asia to dictate the agenda. This could get very messy! Vote Trump.,2015-08-24 08:43:13,4226,6605
Twitter for Android,"As I have long stated, we are so tied in with China and Asia that their markets are now taking the U.S. market down. Get smart U.S.A.",2015-08-24 08:30:48,4006,6027
Twitter for Android,"New Reuters Poll just came out and has me at 32%, highest number yet.The silent majority is back and we will MAKE AMERICA GREAT AGAIN!",2015-08-23 06:01:19,4463,9721
Twitter for Android,"The last thing we need is another Bush in the White House. Would be the same old thing (remember ""read my lips, no more taxes""). GREATNESS!",2015-08-23 05:39:52,2800,5433
Twitter for Android,Jeb Bush has a photoshopped photo for an ad which gives him a black left hand and much different looking body. Jeb just can't get it right!,2015-08-22 17:27:37,2805,4975
Twitter for Android,"Jeb Bush is weak on illegal immigration, in favor of common core, bad on women's health issues and thinks the Iraq war was a good thing.",2015-08-22 17:19:05,2718,5795
Twitter for Android,"Now that I started my war on illegal immigration and securing the border, most other candidates are finally  speaking up. Just politicians!",2015-08-22 16:22:03,3737,8135
Twitter for Android,"It has just been confirmed by  the City of Mobile, Alabama, that there were 30,000 people at last nights event, making it  #1for pol season.",2015-08-22 15:28:50,2607,5980
Twitter for Android,How is Bernie Sanders going to defend our country if he can't even defend his own microphone? Very sad!,2015-08-22 15:23:47,5259,9179
Twitter for Android,Thank you to the @washingtonpost for the accurate and very discriptive  story on my speech in Alabama last night. It was a great evening!,2015-08-22 15:18:59,1640,3472
Twitter for Android,"I had 15,000 people in Phoenix but @politico said ""the rooms capacity is just over 2000."" But said Bernie  Sanders had 11,000 in same room.",2015-08-22 15:13:21,1883,2977
Twitter for Android,".@politico covers me more inaccurately than any other media source, and that is saying something. They go out of their way to distort truth!",2015-08-22 14:44:38,1466,2802
Twitter for Android,"Alabama was great last night, amazing people. 30,000 folks  was largest crowd of political season. Nice!",2015-08-22 06:58:08,3273,7551
Twitter for iPhone,".@jessebwatters, You did a great job hosting @oreillyfactor. Everybody loved it! Thank you for the nice words.",2015-08-21 23:06:55,1875,3847
Twitter for Android,Dow dives more than 500 points - down 9% from high. Be careful!,2015-08-21 15:06:26,2434,3475
Twitter for Android,"Leaving for Mobile, Alabama, right now - can't be late!",2015-08-21 15:01:32,1846,4732
Twitter for Android,"How crazy - 7.5% of all births in U.S. are to illegal immigrants, over 300,000 babies per year. This must stop. Unaffordable and not right!",2015-08-21 08:56:00,6949,11588
Twitter for Android,"Jeb Bush signed memo saying not to use the term ""anchor babies,"" offensive. Now he wants to use it because I use it. Stay true to yourself!",2015-08-21 08:49:56,3016,5639
Twitter for Android,Alabama will shine tomorrow. It will be a big and glorious day!,2015-08-21 00:03:29,2004,3805
Twitter for Android,"We are going to make our country so strong again, so great again. No more ripping off the United States. We will MAKE AMERICA GREAT AGAIN!",2015-08-20 23:57:55,5962,10686
Twitter for Android,.@TomLlamasABC cannot report the news truthfully. Why not apologize for your fraudulent story on World News Tonight.Gang members &amp; criminals,2015-08-20 23:38:51,1534,2792
Twitter for Android,"@ABCPolitics must apologize. My statement ""we're going to get them out so fast, so quick"" applied to hard core criminals &amp; gang members. LIE",2015-08-20 23:04:52,667,861
Twitter for iPhone,Thank you New Hampshire! Together we will Make America Great Again! http://t.co/ovxQMw4kob,2015-08-19 21:34:45,1405,3689
Twitter for iPhone,Another great poll result! Thank you! http://t.co/loMirPFLIZ,2015-08-19 21:23:31,2289,4383
Twitter for Android,"Just got back from New Hampshire. Amazing people, we all had a great time together!",2015-08-19 20:48:21,946,3672
Twitter for Android,.@MarkSteynOnline - Thank you and great job on @seanhannity tonight!,2015-08-18 22:25:10,647,2020
Twitter for Android,I am looking forward to being in New Hampshire tomorrow. The silent majority is taking our country back. We will MAKE AMERICA GREAT AGAIN!,2015-08-18 21:18:46,2453,6225
Twitter for Android,Why does @FoxNews keep George Will as a talking head? Wrong on so many subjects!,2015-08-17 13:13:11,1542,2527
Twitter for Android,"Just got back from the Iowa State Fair. Record crowds, phenomenal people. Thank you IOWA, I will never let you down!",2015-08-15 17:09:24,2869,6542
Twitter for Android,In the plane heading to Iowa State Fair. Will be great fun. Hopefully giving helicopter rides to some of the kids.,2015-08-15 08:17:12,2521,6876
Twitter for Android,"Making speech tonight in New Hampshire - leaving now. Fantastic people, fantastic crowd!",2015-08-14 16:02:23,1310,4619
Twitter for Android,".@SenTedCruz had a very good debate, far better than Rand Paul.",2015-08-10 21:36:26,1454,4120
Twitter for Android,.@ericbolling you can do much better than you did tonight on @oreillyfactor. Better luck tomorrow!,2015-08-10 20:18:23,439,1503
Twitter for Android,Why is @RandPaul allowed to take advantage of the people of Kentucky by running for Senator and Pres. Why should Kentucky be back up plan?,2015-08-10 20:03:56,1485,3603
Twitter for Android,We must stop the crime and killing machine that is illegal immigration. Rampant problems will only get worse. Take back our country!,2015-08-10 19:58:57,3567,7467
Twitter for Android,Truly weird Senator Rand Paul of Kentucky reminds me of a spoiled brat without a properly functioning brain. He was terrible at DEBATE!,2015-08-10 19:41:58,2710,5704
Twitter for Android,"Again, illegal immigrant is charged with the fatal  bludgeoning of a wonderful and loved 64 year old woman. Get them out and build a WALL!",2015-08-10 19:29:16,5205,9953
Twitter for Android,".@KathieLGifford, Melania  and I send our deepest condolences. Frank was a special and amazing person. He will be missed by all!",2015-08-10 04:29:19,504,2307
Twitter for Android,I will be interviewed on @TODAY Show at 7:00 A.M. and on Morning Joe at 7:20.,2015-08-10 04:20:55,464,1734
Twitter for Android,Wonderful Frank Gifford has just passed away at age 84. He was my friend and a truly great guy! Warmest condolences to family.,2015-08-09 15:36:27,1306,5121
Twitter for Android,"It amazes me that other  networks seem to treat me so much better than @FoxNews. I brought them the biggest ratings in history, &amp; I get zip!",2015-08-09 14:42:34,3168,9097
Twitter for Android,"I just realized that if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache. She has zero chance!",2015-08-09 14:06:21,3803,8639
Twitter for Android,"Small crowds at @RedState today in Atlanta. People were very angry at EWErickson, a major sleaze and buffoon who has saved me time and money",2015-08-08 22:45:40,1987,4851
Twitter for Android,"Almost universal support that ""Trump won the debate."" Only @FoxNews is consistantly fighting the Trump win, and I got them the ratings!",2015-08-08 15:40:17,2872,8204
Twitter for Android,"Wow, CNN just said that Donald Trump won the DEBATE, connected best with audience. Also, Time, Drudge, Newsmax, N.Y.Times and more!",2015-08-08 14:38:59,3279,7881
